Vehicle #,Vehicle Model,Vehicle Serial #,Engine Make,Engine Hours,Engine Model,Engine RPM,Alternator RPM,Engine HP,Alternator HP,Left-CO2%,Left-CO,Left-NOx,Right-CO2%,Right-CO,Right-NOX,Location,Company,Test Date
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.5,79,380,6.5,84,373,TestLocation,TestCo,10/25/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.5,77,576,6.7,102,516,TestLocation,TestCo,10/25/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,6.7,73,602,6.7,66,565,TestLocation,TestCo,10/25/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.4,95,118,6.6,96,218,TestLocation,TestCo,10/25/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,7.2,95,613,7.3,98,439,TestLocation,TestCo,10/31/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,7.1,91,576,7.1,69,640,TestLocation,TestCo,10/31/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.8,138,338,7,169,165,TestLocation,TestCo,10/31/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.3,126,461,7.4,194,324,TestLocation,TestCo,10/31/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,7,121,560,7,132,608,TestLocation,TestCo,10/31/2015
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,7,86,1194,7.1,68,783,TestLocation,TestCo,10/31/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,7.2,121,676,7.4,108,704,TestLocation,TestCo,10/31/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.9,151,624,7,232,663,TestLocation,TestCo,10/31/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.9,92,228,7.1,118,461,TestLocation,TestCo,10/31/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.4,81,527,6.8,124,621,TestLocation,TestCo,10/31/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.4,72,607,6.5,91,473,TestLocation,TestCo,11/8/2015
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,7,78,624,6.8,56,986,TestLocation,TestCo,11/8/2015
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.6,54,419,6.8,73,425,TestLocation,TestCo,11/8/2015
HT024,CAT793,Testht024,CAT,0,3516,1600,,2500,,6.4,73,632,6.9,58,615,TestLocation,TestCo,11/8/2015
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,6.9,109,250,6.9,81,615,TestLocation,TestCo,11/8/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.5,93,578.9,6.6,92,603.8,TestLocation,TestCo,11/9/2015
HT022,CAT793,Testht022,CAT,0,3516,1600,,2500,,7,106,477,7,112,404,TestLocation,TestCo,11/9/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7,117,179,7,123,627,TestLocation,TestCo,11/9/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.6,72,384,6.4,73,245,TestLocation,TestCo,11/9/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7,143,324,6.8,95,267,TestLocation,TestCo,11/9/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.4,105,331,6.6,116,365,TestLocation,TestCo,11/9/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,6.7,67,571,6.7,88,302,TestLocation,TestCo,11/9/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.4,72,602,6.7,98,442,TestLocation,TestCo,11/9/2015
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,6.9,82,425,6.8,80,494,TestLocation,TestCo,11/9/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,7,95,663,7.2,78,646,TestLocation,TestCo,11/10/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,5.8,78,807,6.5,85,726,TestLocation,TestCo,11/10/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.2,66,364,6.8,92,314,TestLocation,TestCo,11/10/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,6.8,75,598,6.9,91,602,TestLocation,TestCo,11/10/2015
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.6,76,681,6.6,60,532,TestLocation,TestCo,11/10/2015
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.5,72,556,6.7,63,514,TestLocation,TestCo,11/15/2015
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,7.1,62,563,7.3,68,401,TestLocation,TestCo,11/17/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,6.9,95,638,7.1,61,570,TestLocation,TestCo,11/17/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.5,92,516,6.5,95,975,TestLocation,TestCo,11/17/2015
HT022,CAT793,Testht022,CAT,0,3516,1600,,2500,,7.1,106,545,7.1,128,493,TestLocation,TestCo,11/17/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.8,79,454,6.6,80,182,TestLocation,TestCo,11/17/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.5,94,261,6.7,85,361,TestLocation,TestCo,11/17/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,7.1,79,599,7,58,602,TestLocation,TestCo,11/17/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.7,72,226,6.7,71,217,TestLocation,TestCo,11/17/2015
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,7.2,95,693,7.1,61,778,TestLocation,TestCo,11/17/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.2,152,312,6.9,100,356,TestLocation,TestCo,11/17/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,7.1,72,627,7.2,73,608,TestLocation,TestCo,11/17/2015
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,7.1,100,285,7,98,513,TestLocation,TestCo,11/22/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.5,77,263,6.7,101,280,TestLocation,TestCo,11/22/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.6,62,230,6.6,64,259,TestLocation,TestCo,11/22/2015
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,7,101,1142,6.7,94,1080,TestLocation,TestCo,11/22/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,6.5,70,516,6.6,94,432,TestLocation,TestCo,11/22/2015
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.4,68,595,6.6,66,546,TestLocation,TestCo,11/22/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,7,76,664,7.1,69,594,TestLocation,TestCo,11/22/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.7,152,512.6,6.6,73,500.1,TestLocation,TestCo,11/22/2015
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,6.9,78,492,7,63,587,TestLocation,TestCo,11/22/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,6.6,87,681,6.8,58,600,TestLocation,TestCo,11/22/2015
HT022,CAT793,Testht022,CAT,0,3516,1600,,2500,,6.9,113,448,6.7,123,401,TestLocation,TestCo,11/22/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.4,80,127,6.5,84,608,TestLocation,TestCo,11/22/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.6,67,381,6.7,82,389,TestLocation,TestCo,11/23/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,6.8,68,558,6.8,51,597,TestLocation,TestCo,11/23/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.1,129,311,6.9,90,426,TestLocation,TestCo,11/23/2015
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.9,73,472,6.9,57,619,TestLocation,TestCo,11/23/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.9,83,555,6.8,73,460,TestLocation,TestCo,11/23/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.7,64,560,6.6,93,627,TestLocation,TestCo,11/23/2015
HT003,Komatsu 930,testht003,MTU,0,16V-4000,1800,1800,2500,2500,6.9,1235,1161,7.1,1026,813,TestLocation,TestCo,11/24/2015
HT024,CAT793,Testht024,CAT,0,3516,1600,,2500,,6.7,91,608,7.1,82,753,TestLocation,TestCo,11/24/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,6.6,77,621,6.9,48,671,TestLocation,TestCo,11/28/2015
HT024,CAT793,Testht024,CAT,0,3516,1600,,2500,,6.2,74,736,6.8,64,758,TestLocation,TestCo,11/28/2015
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,6.8,102,618,6.7,76,603,TestLocation,TestCo,11/28/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.4,76,404,6.6,87,726,TestLocation,TestCo,11/28/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,6.8,118,361,6.6,98,479,TestLocation,TestCo,11/28/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,6.3,67,568,6.3,50,578,TestLocation,TestCo,11/28/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.6,72,316,6.6,65,292,TestLocation,TestCo,11/29/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.5,127,227,6.6,123,226,TestLocation,TestCo,11/29/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.6,82,326,6.5,132,308,TestLocation,TestCo,11/29/2015
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,7,84,620,6.8,48,689,TestLocation,TestCo,11/29/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,6.6,63,486,6.6,84,388,TestLocation,TestCo,11/29/2015
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.5,77,595,6.6,59,330,TestLocation,TestCo,11/29/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,6.9,75,602,7,87,546,TestLocation,TestCo,11/29/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.2,81,564.7,6.2,143,591.4,TestLocation,TestCo,11/29/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.4,91,591,6.6,102,544,TestLocation,TestCo,11/29/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.5,88,660,6.3,145,511,TestLocation,TestCo,11/30/2015
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.6,52,541,6.8,55,808,TestLocation,TestCo,11/30/2015
HT005,Komatsu 930,testht005,MTU,0,16V-4000,1800,1800,2500,2500,5.4,400,923,7.5,672,1100,TestLocation,TestCo,12/1/2015
HT003,Komatsu 930,testht003,MTU,0,16V-4000,1800,1800,2500,2500,5.7,855,723,7.8,1060,1068,TestLocation,TestCo,12/1/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,6.7,59,1097,6.8,100,1105,TestLocation,TestCo,12/1/2015
HT009,Komatsu 930,testht009,Cummins,0,QSK60,1800,1800,2500,2500,5.6,88,923,7.3,235,990,TestLocation,TestCo,12/2/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,7.5,277,1026,7.1,148,931,TestLocation,TestCo,12/2/2015
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,6,111,885,7.2,144,969,TestLocation,TestCo,12/2/2015
HT002,Komatsu 930,testht002,Cummins,0,QSK60,1800,1800,2500,2500,6.3,83,902,7,123,1084,TestLocation,TestCo,12/6/2015
HT009,Komatsu 930,testht009,Cummins,0,QSK60,1800,1800,2500,2500,4.5,62,783,7.1,183,1118,TestLocation,TestCo,12/6/2015
HT003,Komatsu 930,testht003,MTU,0,16V-4000,1800,1800,2500,2500,6.8,894,1042,6.6,825,936,TestLocation,TestCo,12/6/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,6.6,66,552,7.1,134,344,TestLocation,TestCo,12/7/2015
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,7.1,97,491,7.1,67,706,TestLocation,TestCo,12/7/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,6.9,72,636,7.1,69,610,TestLocation,TestCo,12/7/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.6,85,659,6.6,83,445,TestLocation,TestCo,12/7/2015
HT010,Komatsu 930,testht010,Cummins,0,QSK60,1800,1800,2500,2500,7,69,1123,7.2,151,1119,TestLocation,TestCo,12/7/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,6.9,132,1205,6.9,192,1045,TestLocation,TestCo,12/7/2015
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,6.5,70,500,6.7,63,566,TestLocation,TestCo,12/8/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.7,120,550.9,6.3,182,469.8,TestLocation,TestCo,12/8/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,8.5,948,1013,7,126,856,TestLocation,TestCo,12/8/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,6.7,52,41,6.6,66,10,TestLocation,TestCo,12/8/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.3,46,232,6.4,54,480,TestLocation,TestCo,12/8/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.5,66,349,6.5,74,413,TestLocation,TestCo,12/8/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.2,76,240,6.3,84,224,TestLocation,TestCo,12/8/2015
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,7,74,777,6.9,63,587,TestLocation,TestCo,12/9/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,6.8,108,638,6.6,82,738,TestLocation,TestCo,12/9/2015
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.4,77,595,6.6,62,636,TestLocation,TestCo,12/9/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,6.7,73,581,6.5,88,570,TestLocation,TestCo,12/9/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.2,77,644,6.4,80,549,TestLocation,TestCo,12/9/2015
HT022,CAT793,Testht022,CAT,0,3516,1600,,2500,,6.9,74,535,6.8,95,404,TestLocation,TestCo,12/9/2015
HT024,CAT793,Testht024,CAT,0,3516,1600,,2500,,6.2,77,580,6.7,62,614,TestLocation,TestCo,12/9/2015
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,6.9,92,432,6.6,63,557,TestLocation,TestCo,12/9/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.5,61,312,6.5,77,258,TestLocation,TestCo,12/9/2015
HT024,CAT793,Testht024,CAT,0,3516,1600,,2500,,6.4,97,703,7.1,71,749,TestLocation,TestCo,12/13/2015
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,7.2,86,635,6.8,71,900,TestLocation,TestCo,12/13/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,6.9,123,397,6.7,100,342,TestLocation,TestCo,12/13/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,6.2,67,363,6.4,79,783,TestLocation,TestCo,12/13/2015
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.4,57,678,6.8,73,748,TestLocation,TestCo,12/13/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,6.6,98,542,6.8,65,676,TestLocation,TestCo,12/13/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.3,75,651,6.4,73,579,TestLocation,TestCo,12/13/2015
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.6,50,754,6.6,43,566,TestLocation,TestCo,12/14/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,6.8,76,581,7,58,584,TestLocation,TestCo,12/14/2015
HT022,CAT793,Testht022,CAT,0,3516,1600,,2500,,7,85,756,7,101,811,TestLocation,TestCo,12/14/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,7.1,91,738,7.1,70,720,TestLocation,TestCo,12/15/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.1,71,204,7,63,299,TestLocation,TestCo,12/15/2015
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,7.3,100,282,7.2,68,451,TestLocation,TestCo,12/15/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,7,82,262,7.2,90,306,TestLocation,TestCo,12/15/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7.1,70,306,7.1,67,381,TestLocation,TestCo,12/15/2015
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,7.5,87,671,7.5,84,644,TestLocation,TestCo,12/15/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.7,99,561,6.6,96,510,TestLocation,TestCo,12/16/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.4,93,362,6.5,102,547,TestLocation,TestCo,12/16/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.4,83,508,6.4,121,524,TestLocation,TestCo,12/16/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.7,115,490,6.4,70,554.5,TestLocation,TestCo,12/16/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,6.8,82,656,6.8,69,648,TestLocation,TestCo,12/19/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.3,81,552,6.4,77,643,TestLocation,TestCo,12/19/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.6,78,564,6.6,78,517,TestLocation,TestCo,12/19/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,6.7,79,257,6.6,73,293,TestLocation,TestCo,12/19/2015
HT024,CAT793,Testht024,CAT,0,3516,1600,,2500,,6,82,614,6.7,77,632,TestLocation,TestCo,12/19/2015
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,7.1,99,547,6.9,86,724,TestLocation,TestCo,12/19/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7,124,309,6.8,90,331,TestLocation,TestCo,12/19/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,6.4,73,459,6.6,86,472,TestLocation,TestCo,12/19/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.3,69,448,6.2,108,417,TestLocation,TestCo,12/19/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,7.1,96,611,7.3,94,637,TestLocation,TestCo,12/20/2015
HT022,CAT793,Testht022,CAT,0,3516,1600,,2500,,6.9,115,676,7,108,693,TestLocation,TestCo,12/20/2015
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.9,89,603,7,101,601,TestLocation,TestCo,12/20/2015
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.9,113,227,7,125,326,TestLocation,TestCo,12/20/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,7,98,195,7.1,97,160,TestLocation,TestCo,12/20/2015
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.6,78,425,6.6,66,123,TestLocation,TestCo,12/20/2015
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,7,87,609,7.1,91,590,TestLocation,TestCo,12/20/2015
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.9,80,689,7.3,85,661,TestLocation,TestCo,12/20/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.8,104,443.7,6.9,120,535,TestLocation,TestCo,12/21/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,7.2,95,817,7.3,81,733,TestLocation,TestCo,12/21/2015
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,7.3,129,1012,7.3,118,1021,TestLocation,TestCo,12/21/2015
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.9,94,357,6.8,97,421,TestLocation,TestCo,12/27/2015
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,6.7,114,376,7.6,103,511,TestLocation,TestCo,12/27/2015
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.2,74,486,6.5,110,389,TestLocation,TestCo,12/27/2015
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,7,79,521,7.2,85,773,TestLocation,TestCo,12/27/2015
HT008,Komatsu 930,testht008,Cummins,0,QSK60,1800,1800,2500,2500,7.7,292,1124,7.7,358,1136,TestLocation,TestCo,12/27/2015
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,7,102,650,7.4,89,572,TestLocation,TestCo,12/27/2015
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,7.2,88,580,7.1,72,531,TestLocation,TestCo,12/27/2015
HT009,Komatsu 930,testht009,Cummins,0,QSK60,1800,1800,2500,2500,7,177,1051,7.8,284,1151,TestLocation,TestCo,12/27/2015
HT006,Komatsu 930,testht006,MTU,0,16V-4000,1800,1800,2500,2500,5.9,163,1098,6.3,176,1042,TestLocation,TestCo,12/27/2015
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,6.7,100,313,6.4,83,474,TestLocation,TestCo,12/28/2015
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.3,149,351,7,113,293,TestLocation,TestCo,12/28/2015
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7,80,388,7.1,126,584,TestLocation,TestCo,12/28/2015
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,7,70,343,6.9,70,559,TestLocation,TestCo,12/28/2015
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,7.2,93,669,7.3,87,517,TestLocation,TestCo,12/28/2015
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.7,116,640,6.8,108,446.9,TestLocation,TestCo,12/28/2015
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.7,107,612,6.6,93,473,TestLocation,TestCo,12/28/2015
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,7.2,85,695,7.4,81,717,TestLocation,TestCo,12/28/2015
HT001,Komatsu 930,testht001,Cummins,0,QSK60,1800,1800,2500,2500,7.1,135,895,7.4,142,783,TestLocation,TestCo,12/28/2015
HT024,CAT793,Testht024,CAT,0,3516,1600,,2500,,6.6,87,683,7.1,76,665,TestLocation,TestCo,12/28/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.7,93,640,6.7,114,541,TestLocation,TestCo,12/29/2015
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.1,84,160,7.1,77,309,TestLocation,TestCo,12/29/2015
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.9,101,580,6.8,95,475,TestLocation,TestCo,1/3/2016
HT051,CAT793,Testht051,CAT,0,3516,1600,,2500,,7.1,88,53,7,81,206,TestLocation,TestCo,1/3/2016
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.3,171,381,7,127,516,TestLocation,TestCo,1/3/2016
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.1,95,558,7.1,127,498,TestLocation,TestCo,1/3/2016
HT028,CAT793,Testht028,CAT,0,3516,1600,,2500,,7.2,103,693,7.4,104,629,TestLocation,TestCo,1/3/2016
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.4,83,569.2,6.9,92,536.7,TestLocation,TestCo,1/3/2016
HT060,CAT793,Testht060,CAT,0,3516,1600,,2500,,6.7,88,237,6.7,80,433,TestLocation,TestCo,1/4/2016
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,6.9,110,687,7.1,80,720,TestLocation,TestCo,1/4/2016
HT024,CAT793,Testht024,CAT,0,3516,1600,,2500,,7.1,114,709,7.6,105,660,TestLocation,TestCo,1/4/2016
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,7.4,117,366,7.3,90,500,TestLocation,TestCo,1/4/2016
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,6.6,86,462,6.9,86,138,TestLocation,TestCo,1/4/2016
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.9,100,594,6.9,126,405,TestLocation,TestCo,1/4/2016
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.8,83,651,7.1,85,486,TestLocation,TestCo,1/4/2016
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,7.1,84,526,7,74,498,TestLocation,TestCo,1/4/2016
HT022,CAT793,Testht022,CAT,0,3516,1600,,2500,,7.5,134,793,7.5,154,483,TestLocation,TestCo,1/5/2016
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.7,115,630,6.8,128,486,TestLocation,TestCo,1/5/2016
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,7.6,131,784,7.5,98,741,TestLocation,TestCo,1/5/2016
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,7,74,706,7.1,81,557,TestLocation,TestCo,1/5/2016
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,7.3,116,638,7.4,113,693,TestLocation,TestCo,1/5/2016
HT015,CAT795,testht015,CAT,0,C175,1800,1800,3000,3000,7.7,313,797,8.1,352,627,TestLocation,TestCo,1/6/2016
HT012,CAT795,testht012,CAT,0,C175,1800,1800,3000,3000,6.5,401,510,7.9,567,384,TestLocation,TestCo,1/6/2016
HT011,CAT795,testht011,CAT,0,C175,1800,1800,3000,3000,5.7,395,446,6.6,434,451,TestLocation,TestCo,1/6/2016
HT021,CAT793,Testht021,CAT,0,3516,1600,,2500,,7,95,635,6.9,95,915,TestLocation,TestCo,1/9/2016
HT057,CAT793,Testht057,CAT,0,3516,1600,,2500,,7.1,130,342,7,131,306,TestLocation,TestCo,1/9/2016
HT046,CAT793,Testht046,CAT,0,3516,1600,,2500,,6.3,77,217,6.7,123,257,TestLocation,TestCo,1/9/2016
HT019,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.4,60,664,6.7,64,595,TestLocation,TestCo,1/9/2016
HT074,CAT793,Testht074,CAT,0,3516,1600,,2500,,6.5,71,465.7,6.9,109,568,TestLocation,TestCo,1/9/2016
HT026,CAT793,Testht026,CAT,0,3516,1600,,2500,,6.7,84,547,6.9,77,562,TestLocation,TestCo,1/9/2016
HT027,CAT793,Testht027,CAT,0,3516,1600,,2500,,6.8,66,617,6.9,81,690,TestLocation,TestCo,1/9/2016
HT064,CAT793,Testht064,CAT,0,3516,1600,,2500,,6.4,108,729,6.7,121,333,TestLocation,TestCo,1/9/2016
HT023,CAT793,Testht023,CAT,0,3516,1600,,2500,,7.1,85,181,7,81,418,TestLocation,TestCo,1/9/2016
HT050,CAT793,Testht050,CAT,0,3516,1600,,2500,,5.6,66,246,6.4,76,246,TestLocation,TestCo,1/9/2016
HT037,CAT793,Testht037,CAT,0,3516,1600,,2500,,6.6,83,666,6.5,81,595,TestLocation,TestCo,1/10/2016
HT043,CAT793,Testht043,CAT,0,3516,1600,,2500,,7.2,100,823,7.3,128,538,TestLocation,TestCo,1/10/2016
HT020,CAT793,Testht019,CAT,0,3516,1600,,2500,,6.8,74,479,7.1,92,507,TestLocation,TestCo,1/10/2016
HT066,CAT793,Testht066,CAT,0,3516,1600,,2500,,6.7,96,528,6.7,121,542,TestLocation,TestCo,1/10/2016
HT025,CAT793,Testht025,CAT,0,3516,1600,,2500,,7.5,103,717,7.5,109,697,TestLocation,TestCo,1/10/2016
